,Product Name,Product Price,Product Rating,Product Review,Product URL
170,Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),"1,568",4.4,753,https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67
171,KILLER Casual College Bags Munich 29L Trendy Polyester Laptop Backpack,986,4.2,711,https://www.amazon.in/KILLER-Polyester-Orange-Laptop-Backpack/dp/B07B516P18
172,Van Heusen womens Sling - textured single color belt,"1,362",4.5,209,https://www.amazon.in/Van-Heusen-Woman-Spring-Summer-Burgundy/dp/B07MHFJ167
173,"Oscaurt Travel Laptop Backpack, Business High School College Bookbag,Slim Daypack for Women & Men Fit 15.6 Inches Laptop",949,4.5,882,https://www.amazon.in/Anti-Theft-Backpack-Business-Charging-Student/dp/B07RSJNNZS
174,Baggit Women Hobo Handbag (CARROT),398,3.8,86,https://www.amazon.in/Baggit-Womens-Sling-bag-Carrot/dp/B09F3P9YZ5
175,Wildcraft 35 Ltrs 18 inch Backpack (11908 Navy_Navy),"1,246",4.1,577,https://www.amazon.in/Wildcraft-Solid-Backpack-Navy-11908/dp/B07N1D9LX8
176,Lavie Women's Betula Medium Tote Bag | Ladies Purse Handbag,"1,055.39",4.1,"18,200",https://www.amazon.in/Lavie-Betula-Womens-Tote-Black/dp/B08HWFWGNX
177,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),559,4.2,"1,481",https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK
178,"NIVIA ‘Ball Carrying Bag’ for 9 Balls, Polyester, Black",566,4.4,66,https://www.amazon.in/Nivia-783-Polyester-Carrying-Balls/dp/B072KWMD1F
179,Baggit Women's Sling Bag - Small (Blue),700,5.0,1,https://www.amazon.in/Baggit-Womens-Sling-Bag-Small/dp/B0BNTQLVBF
180,Wildcraft 29.5 Ltrs Green Casual Backpack (11650-Green),995,4.2,310,https://www.amazon.in/Wildcraft-Green-Casual-Backpack-11650-Green/dp/B079DV66TY
181,Amazon Brand - Eden & Ivy Women's Sling Bag,599,4.1,559,https://www.amazon.in/Amazon-Brand-Womens-Sling-Mustard/dp/B07XBZR7SR
182,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6-inch) Water Repellent Blue,966,4.2,"53,029",https://www.amazon.in/Lenovo-GX40Q17226-15-6-Inch-Casual-Backpack/dp/B075Y7H8V6
183,ADISA Women Girls Floral Print Round Sling Bag,399,4.2,"1,114",https://www.amazon.in/ADISA-Women-Girls-Floral-SL5073-SKY_Sky/dp/B09B56RD6Z
184,"FUR JADEN Travel Laptop Backpack, Business Backpacks with USB Charging Port, Water Resistant College School Computer Bag for Men & Women Fits Under 15.6 inch Laptop and Notebook",989,4.2,78,https://www.amazon.in/Backpack-Business-Backpacks-Charging-Resistant/dp/B094DGXXR5
185,Tabelito® Basic Laptop Bag Sleeve Case Cover Pouch for 15.6 Inch(39.6cm) Laptop Apple / Dell / Lenovo / Asus / Hp / Samsung / Mi / MacBook / Ultrabook / Thinkpad / Ideapad / Surfacepro (Blue),299,4.2,"1,820",https://www.amazon.in/Tabelito%C2%AE-Basic-Laptop-Sleeve-Surfacepro/dp/B09NDTCZ4N
186,American Tourister Ivy Polypropylene 68 cms Black Hardsided Check-in Luggage (FO1 (0) 09 002),"3,499",4.2,"8,506",https://www.amazon.in/American-Tourister-Polypropylene-FO1-002/dp/B08CS9NC8Y
187,"AirCase Anti-Gravity Backpack for Men & Women, Weight Reducing 15.6” Laptop Bag for Travel & Office, Ergonomic Technology for Posture & Muscle Support, Patent Protected, In-built Shock Absorber","4,099",3.9,34,https://www.amazon.in/AirCase-Anti-Gravity-Ergonomic-Technology-Protected/dp/B0B87NB61B
188,"AirCase Laptop Messenger Bag Case Cover Pouch for 13.3-Inch, 14-Inch, 15.6 -Inch Laptop Bag for Men & Women","1,199",4.1,480,https://www.amazon.in/AirCase-C30-Messenger-Compartments-Multi-Pockets/dp/B07V57FMBH
189,Lino Perros Sling bag,899,4.2,596,https://www.amazon.in/Lino-Perros-Womens-Sling-Bag/dp/B07B4DGZ8D
190,ZOUK Multicolor Abstract Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - Abstract Amaze,"1,699",4.4,"1,691",https://www.amazon.in/Womens-Abstract-Office-leather-adjustable/dp/B07VLHK7J4
191,wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,474.05,4.0,201,https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL
192,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,989,4.4,"1,404",https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758
193,ZOUK Black Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - African Art,"1,699",4.4,"1,691",https://www.amazon.in/African-Business-Shoulder-Material-Resistant/dp/B07MNY1DM1
194,Nelle Harper Women's Handbag,699,3.9,"2,815",https://www.amazon.in/Nelle-Harper-Womens-Shoulder-Dark/dp/B07RBR6NW2
195,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,999,4.4,"2,525",https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB
196,"MOCA Waterproof Nylon Exterior with Soft Velvety Interior Sleeve Bag Pouch Carry Case for 13.3"" to 14 inch Laptops, MacBook (Black, 13.3 Inch)","1,316",4.4,"2,025",https://www.amazon.in/MOCA-Waterproof-Exterior-Velvety-Interior/dp/B09FJT5SJJ
197,"SABUZ BAG 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Handbag,Compatible with laptop MacBook Notebook,for MeN&Women (GREY)",749,3.7,214,https://www.amazon.in/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q
198,Hidesign Women Sling Bag (Black),"1,999",4.3,225,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07L6NX9WV
199,F Gear String 13 Ltr Gym Bag (Black),189,4.2,33,https://www.amazon.in/F-Gear-String-LTR-Gym-Bag/dp/B07L4ZNBPQ
200,CRALOFT Polyester Side Bag For Men/Sling Bag/Crossbody Tablet Messenger Bag For Office Business Travel (Extra Spacious),529,4.3,272,https://www.amazon.in/Polyester-Crossbody-Messenger-Business-Spacious/dp/B09TL193PL
201,AmazonBasics 20 ltrs (33 Cms)Casual Backpack for 15.6-inch Laptop(CLB-1_black),539,4.2,384,https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB
202,The Clownfish Trident Series Laptop Briefcase 15.6 inch Laptop Bag Messenger Bag (Dark Brown),"1,819",4.4,236,https://www.amazon.in/Clownfish-Trident-Laptop-Briefcase-Messenger/dp/B079HZJTK2
203,Lino Perros quilted sling bag,"1,108",3.9,45,https://www.amazon.in/Lino-Perros-quilted-sling-bag/dp/B09P68T4BQ
204,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black),599,3.4,629,https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794
205,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag","1,039",4.3,"1,245",https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY
206,"Nivia 5227 Pulse Junior Bag, Others (Orange) (ORNAGE)",369,3.7,139,https://www.amazon.in/Nivia-5227-Junior-Others-Orange/dp/B08D7QKCX5
207,"AirCase Laptop Messenger Bag Case Cover Pouch for 13.3-Inch, 14-Inch Laptop Bag for Men & Women (Blue)",949,4.1,"2,562",https://www.amazon.in/AirCase-C26-Messenger-Laptop-Shoulder/dp/B07P417566
208,NIVIA Sports Space Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Sports and Travel Bag/Sports Kit/Duffle Bags Travel (Orange/Grey),775,4.1,43,https://www.amazon.in/Nivia-5412OG-Polyester-Sports-Orange/dp/B07HCP7W3K
209,Chumbak laptop Bag,"3,495",4.4,66,https://www.amazon.in/Chumbak-Elephant-Rickshaw-Laptop-Bag/dp/B07XKTZ4PY
210,American Tourister Polypropylene Hard 68 cms Luggage- Suitcase(LG4 (0) 08 002_Iron Grey),"2,899",4.0,152,https://www.amazon.in/American-Tourister-Polypropylene-LG4-08/dp/B0BB2LX7LW
211,HP Odyssey Backpack for 15.6-inch Laptop (Grey/Green),"2,459",4.5,"5,131",https://www.amazon.in/HP-Odyssey-Backpack-15-6-inch-Laptop/dp/B012K57MYE
212,ADISA Light Weight Laptop Backpack 32 Ltrs,499,4.0,"5,545",https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3VDBV5
213,"Aurion Durable Vista Bag with Multiple Purposes and Compartments for Men and Women - (24 cm, Olive Green x Blue, 1pc) | Sports Bag | Duffle Bag | Travel Bag | Camping Bag | Kit Bag | Luggage Bag",299,4.0,38,https://www.amazon.in/Shoulder-Lightweight-Duffle-Weekend-OliveGreen-SkyBlue/dp/B09136P3D9
214,"Kuber Industries Embroidery Small Hand Bag, Tote Bag, Purse For Daily Trips, Travel, Office & All Occasions For Women & Girls (Gold)-HS_38_KUBMART21477",126.86,3.7,49,https://www.amazon.in/Kuber-Industries-Embroidery-Occasions-HS_38_KUBMART21477/dp/B095C9DPDM
215,Lino Perros Faux Leather Handbag,"1,483",4.3,"2,420",https://www.amazon.in/Lino-Perros-Womens-Handbag-White/dp/B07L4QGTR4
216,Lavie Pavo Women's Tote Bag,915.75,4.1,"4,513",https://www.amazon.in/Lavie-Pavo-Womens-Tote-Bag/dp/B08YZ49632
217,"AmazonBasics Laptop Slingbag - 16.5L, Water Repellent and Wear Resistant, Black & Grey","1,599",3.8,37,https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W36L1KL
218,"Kraptick Diaper bag backpack, diaper bags for mom for travel, baby diaper bag, maternity bags for mother and baby, nursing bags for mothers, diaper bag handbag",975,5.0,2,https://www.amazon.in/Kraptick-backpack-maternity-nursing-mothers/dp/B0BFWJFS62
219,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,"1,197",4.2,"3,619",https://www.amazon.in/Lavie-Beech-Womens-Satchel-Handbag/dp/B096KPM1KT
220,Chumbak Forest Flowers Embroidered Sling Bag - Green,"2,396",4.0,12,https://www.amazon.in/Chumbak-Forest-Flowers-Embroidered-Green/dp/B084YYMS2W
221,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),"1,599",4.1,"3,683",https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB
222,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),"1,599",4.1,"3,683",https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB
223,"Gizga Essentials Travel Toiletry Kit Bag for Men & Women, Travel Organizer Case with Handle & Hook, Premium Zipper, Multiple Pockets, Multi-Utility Pouch for Shaving Makeup Cosmetics, Light Grey",399,4.1,51,https://www.amazon.in/Gizga-Essentials-Organizer-Multi-Utility-Cosmetics/dp/B09WVRKYCJ
224,"Kuber Industries Women's Handcrafted Embroidered Clutch Bag (Grey, CTKTC034517)",345.51,3.7,255,https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VFZP9C
225,Lavie Women's Reptile Woven Texture Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,888,4.0,"1,028",https://www.amazon.in/Lavie-Moritz-Womens-Sling-Navy/dp/B07SMBCMG7
226,Wildcraft 45 Ltrs Blue Rucksack (8903338073871),"1,599",4.3,"2,098",https://www.amazon.in/Wildcraft-Ltrs-Blue-Rucksack-8903338073871/dp/B01G5I8YAI
227,LEGAL BRIBE Checkered Sling,760,3.8,230,https://www.amazon.in/LEGAL-BRIBE-Womens-Checkered-Sling/dp/B098JQJ7VV
228,"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women",949,3.9,656,https://www.amazon.in/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07P42BHHT
229,Genie Plaids 19 Maroon Backpack Collection,"1,099",4.4,333,https://www.amazon.in/Genie-Plaids-Latest-Backpack-Collection/dp/B0893ZWXQJ
230,Wildcraft CL2 Laptop bagpack (Black),"1,719",4.1,171,https://www.amazon.in/Wildcraft-CL2-laptop-bagpack-Black/dp/B00L14FKD6
231,ABYS Leather Sling & Cross-Body Bags for Men and Women(1049ABIBA95_Coffee Brown),664,3.6,62,https://www.amazon.in/ABYS-Genuine-Handbags-Clutches-Cross-Body/dp/B08BJ6HDCZ
232,Wildcraft Shutter Bug Camera Backpack - Black,"3,782",4.5,777,https://www.amazon.in/Wildcraft-Shutter-Bug-Camera-Backpack/dp/B07GVJ5LZB
233,Chumbak Sling Bags,997,3.8,131,https://www.amazon.in/Chumbak-Womens-Flower-Canvas-Sling/dp/B08FRFFGDB
234,"Arctic Hunter Laptop Bag,Messenger bags for Men and Women Laptop Sling Bag with Handle Water-resistant Laptop Briefcase for 15.6 inch Laptop Multiple Pockets Travel Office For Men.Black","2,849",4.5,34,https://www.amazon.in/Messenger-Water-resistant-Briefcase-Multiple-Men-Black/dp/B0B6G58BYC
235,"Goatter Hunter Leather 16"" Inch Laptop Messenger Bag/Office Bag For Men","2,499",4.1,40,https://www.amazon.in/Goatter-Hunter-Leather-Laptop-Messenger/dp/B0BQR4N3CM
236,SHREY KARE Wheelie Bag ONE Size (Black),"2,149",4.3,135,https://www.amazon.in/SHREY-KARE-Wheelie-Size-Black/dp/B09XR1T92Z
237,"RBB HUB Black Leather Gym Bag Gym Bag (Black, Sling Bag)",229,5.0,1,https://www.amazon.in/RBB-HUB-Black-Leather-Sling/dp/B082G8KPD2
238,Baggit Women's Sling Bag,777,4.4,49,https://www.amazon.in/LXE-ECONO-ASHLYN-VINTAGE-BLUE/dp/B09MK23GB8
239,Wildcraft 35 Ltrs Black and Mel Backpack (WC 5 Dare),"1,544",4.5,"1,544",https://www.amazon.in/Wildcraft-Black-Backpack-WC-Dare/dp/B06XD713N9
240,Skybags Riddle 2 Blue 45 Cms Casual Backpack,"1,143",4.4,58,https://www.amazon.in/Skybags-Riddle-Blue-Casual-Backpack/dp/B08Z298H44
241,"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large","1,749",4.3,"8,681",https://www.amazon.in/Wildcraft-Ltrs-orange-Rucksack-8903338073864/dp/B01G5I8YLC
242,Lino Perros Colored Sling bag (BEIGE),618,4.1,196,https://www.amazon.in/Lino-Perro-Colored-Sling-BEIGE/dp/B08ZKY3JZH
243,"Kuber Industries Handcrafted Embroidered Clutch Bag Purse Handbag for Bridal, Casual, Party, Wedding (Maroon and Peach) - CTKTC034524-2 Pieces",593.01,3.6,25,https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VFV736
244,Skybags Riddle 2 Blue 45 Cms Casual Backpack,"1,143",4.4,58,https://www.amazon.in/Skybags-Riddle-Blue-Casual-Backpack/dp/B08Z298H44
245,House of Quirk Baby Diaper Bag Maternity Backpack (Jeep Green),"1,399",4.3,"3,290",https://www.amazon.in/House-Quirk-Diaper-Maternity-Backpack/dp/B07T9PSCRB
246,Lino Perros Colored Sling bag (BEIGE),618,4.1,196,https://www.amazon.in/Lino-Perro-Colored-Sling-BEIGE/dp/B08ZKY3JZH
247,AmazonBasics 20 ltrs (35 Cms)backpack(CLB-5_black),749,4.2,384,https://www.amazon.in/Amazon-Basics-Everyday-Backpack-15-6-inch/dp/B09W4YLV7P
248,ASIAN Eco-Friendly Jute Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women (Pack of 1),189,3.9,343,https://www.amazon.in/Eco-Friendly-Bag-Reusable-Shopping-Grocery-Multipurpose/dp/B09B5CMMP1
249,Chumbak Owl Charm Fashion Tote Bag - Navy,"2,995",4.2,22,https://www.amazon.in/Chumbak-Charm-Navy-Fashion-Tote/dp/B084YP2ZLJ
250,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,499,4.0,"3,747",https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B
251,"Baby Bag, School Bag for Kids Girl, Soft Bag, Cartoon Backpack(Konggi Rabbit)",201,2.8,5,https://www.amazon.in/School-Cartoon-Backpack-Konggi-Rabbit/dp/B09241N9KD
252,Aristocrat Spark 53cm Polyester Small Red Duffle Bag,969,4.3,59,https://www.amazon.in/Aristocrat-Spark-Polyester-Small-Duffle/dp/B0B6CF261N
253,"Worldstar Waist Bag for Men & Women, Slim Fanny Pack Casual Sling Shoulder Chest Pack with Adjustable Strap for Walking, Cycling, Running, Hiking Hold Phones, Keys, Cards (Combo Rock Black & Blue)",499,5.0,1,https://www.amazon.in/Worldstar-Shoulder-Adjustable-Walking-Cycling/dp/B09QL3DM7H
254,"Antin Rose Gold Metallic Faux Leather Shoulder Bags Wear as Tote Bag, Handbag, Sling Bag with contrast double handle and detachable shoulder strap. (ACPL-5021_RG)","1,000",4.4,51,https://www.amazon.in/Antin-Metallic-Shoulder-contrast-detachable/dp/B09MRWPZGW
255,"Funtoos Stylish, Fashionable & Simple Bag For Ladies/Girls/Women School,College,Traveling Bag Casual Backpack, Waterproof Backpack (10 L) (, 12 inch) Waterproof School Bag (PINK)",399,3.3,70,https://www.amazon.in/Stylish-Fashionable-Traveling-Backpack-Waterproof/dp/B09CM9HJ9F
256,AmazonBasics 21 ltrs (29 Cms)Casual Backpack-21 L(CLB-6_black),839,4.2,384,https://www.amazon.in/Amazon-Basics-Casual-Laptop-Backpack/dp/B09W4X977X
257,"AQVA Canvas Tote Bag for Women, Shoulder Bag with Inner Zip Pocket, Printed Handbag for Shopping, Travel, Work, Beach",799,4.4,545,https://www.amazon.in/AQVA-Stripe-Canvas-Shoulder-Shopping/dp/B08Y13LD57
258,Black Mirror Polyester Messenger Bag,699,4.0,"1,328",https://www.amazon.in/Black-Mirror-Laptop-Messenger-EXLP-001/dp/B07DHB91H7
259,Vector X Polyester Blitz Gym Bag (Grey-Orange),299,3.5,5,https://www.amazon.in/Vector-Polyester-Blitz-Gym-Grey-Orange/dp/B091MYFBBR
260,Lino Perros Backpack,"1,469",4.4,173,https://www.amazon.in/Lino-Perros-Women-Colored-Backpack/dp/B084TPL24S
261,Wildcraft Verge 35 litres Travel Bag Pack (Camo),"1,838",4.4,38,https://www.amazon.in/Wildcraft-Verge-litres-Travel-Pack/dp/B07YFQZ66T
262,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue),"1,499",4.3,"7,641",https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B08BYQZYYC
263,"uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty",950,4.2,154,https://www.amazon.in/uppercase-Backpack-1600EBP1-resistant-sustainable/dp/B0B68ZS5G1
264,COSMUS RITZY Unisex Multipurpose Sling Bag With Multiple Pocket & Paded Section For Tablet,699,4.1,97,https://www.amazon.in/COSMUS-Unisex-Multipurpose-Multiple-Section/dp/B08RSJ5T8Z
